account_id;district_id;frequency;date;Account_type
1080;55;POPLATEK MESICNE;1993-12-27;Salary account
1081;64;POPLATEK MESICNE;1996-12-21;Savings account
1082;2;POPLATEK MESICNE;1996-06-08;Savings account
1083;45;POPLATEK MESICNE;1996-12-06;Salary account
1085;42;POPLATEK MESICNE;1997-09-11;NRI account
1086;37;POPLATEK MESICNE;1996-06-17;Salary account
1087;55;POPLATEK MESICNE;1996-06-26;Savings account
1088;32;POPLATEK MESICNE;1993-12-19;Savings account
1089;74;POPLATEK MESICNE;1995-10-10;Savings account
1090;69;POPLATEK MESICNE;1996-10-19;NRI account
1091;16;POPLATEK MESICNE;1993-09-09;NRI account
1092;41;POPLATEK MESICNE;1995-06-06;NRI account
1093;54;POPLATEK MESICNE;1996-01-14;Salary account
1094;35;POPLATEK MESICNE;1996-07-10;NRI account
1095;54;POPLATEK MESICNE;1997-06-18;Savings account
1096;34;POPLATEK MESICNE;1997-03-03;NRI account
1097;67;POPLATEK MESICNE;1996-06-22;Salary account
1098;47;POPLATEK MESICNE;1993-12-28;Salary account
1100;35;POPLATEK MESICNE;1996-09-23;NRI account
1101;4;POPLATEK MESICNE;1997-09-22;Salary account
1102;70;POPLATEK MESICNE;1996-02-19;Savings account
1103;66;POPLATEK MESICNE;1995-07-09;NRI account
1104;39;POPLATEK MESICNE;1995-12-07;Savings account
1105;55;POPLATEK MESICNE;1994-09-01;Savings account
1106;20;POPLATEK TYDNE;1993-08-29;Savings account
1107;42;POPLATEK MESICNE;1993-09-08;Savings account
1108;26;POPLATEK MESICNE;1995-03-09;Savings account
1109;66;POPLATEK MESICNE;1994-10-27;Salary account
1110;54;POPLATEK MESICNE;1997-07-10;Salary account
1111;5;POPLATEK MESICNE;1996-02-16;Salary account
1112;48;POPLATEK MESICNE;1995-02-03;Savings account
1113;8;POPLATEK MESICNE;1996-09-23;Savings account
1114;6;POPLATEK TYDNE;1993-11-13;NRI account
1115;34;POPLATEK MESICNE;1993-03-27;Savings account
1116;1;POPLATEK MESICNE;1993-07-20;Savings account
1117;68;POPLATEK MESICNE;1996-08-29;Savings account
1118;48;POPLATEK MESICNE;1993-07-04;Salary account
1120;1;POPLATEK MESICNE;1993-10-05;Savings account
1121;32;POPLATEK MESICNE;1996-04-17;Savings account
1122;13;POPLATEK MESICNE;1995-08-12;NRI account
1123;13;POPLATEK MESICNE;1993-11-01;NRI account
1124;26;POPLATEK MESICNE;1996-06-02;Savings account
1125;1;POPLATEK TYDNE;1997-11-21;Savings account
1126;56;POPLATEK MESICNE;1993-03-08;NRI account
1127;27;POPLATEK MESICNE;1993-01-27;Salary account
1128;74;POPLATEK MESICNE;1993-11-21;Savings account
1129;35;POPLATEK MESICNE;1995-03-03;Savings account
1130;1;POPLATEK MESICNE;1997-05-11;Savings account
1132;1;POPLATEK TYDNE;1993-02-03;Salary account
1133;1;POPLATEK MESICNE;1993-11-01;Savings account
1134;6;POPLATEK MESICNE;1993-02-09;NRI account
1135;1;POPLATEK MESICNE;1995-07-17;NRI account
1136;12;POPLATEK MESICNE;1993-08-07;Savings account
1137;60;POPLATEK MESICNE;1995-12-19;Salary account
1138;41;POPLATEK MESICNE;1997-04-07;NRI account
1139;34;POPLATEK PO OBRATU;1996-01-20;NRI account
1140;49;POPLATEK MESICNE;1997-11-07;Salary account
1141;28;POPLATEK MESICNE;1997-02-16;Savings account
1142;74;POPLATEK MESICNE;1995-10-19;Savings account
1144;59;POPLATEK MESICNE;1993-01-28;Savings account
1145;31;POPLATEK MESICNE;1993-07-03;Savings account
1146;67;POPLATEK MESICNE;1993-09-12;Savings account
1147;44;POPLATEK MESICNE;1993-04-10;NRI account
1149;18;POPLATEK MESICNE;1995-09-07;NRI account
1150;29;POPLATEK MESICNE;1997-10-08;Salary account
1151;40;POPLATEK MESICNE;1995-06-23;NRI account
1152;45;POPLATEK MESICNE;1993-04-15;NRI account
1153;35;POPLATEK MESICNE;1993-12-29;Savings account
1154;5;POPLATEK TYDNE;1997-08-29;Savings account
1155;43;POPLATEK MESICNE;1996-10-04;NRI account
1156;59;POPLATEK MESICNE;1997-12-09;Salary account
1157;7;POPLATEK MESICNE;1993-03-27;NRI account
1158;50;POPLATEK MESICNE;1994-04-03;Savings account
1159;49;POPLATEK MESICNE;1994-02-09;Savings account
1160;39;POPLATEK TYDNE;1996-07-29;NRI account
1161;66;POPLATEK MESICNE;1993-05-08;Savings account
1164;35;POPLATEK MESICNE;1994-01-14;NRI account
1165;44;POPLATEK MESICNE;1997-03-23;NRI account
1166;11;POPLATEK MESICNE;1993-04-21;Savings account
1168;29;POPLATEK MESICNE;1994-11-03;Salary account
1169;49;POPLATEK PO OBRATU;1994-03-02;Savings account
1170;25;POPLATEK MESICNE;1996-03-26;NRI account
1171;18;POPLATEK MESICNE;1997-12-20;NRI account
1172;6;POPLATEK MESICNE;1997-10-25;Savings account
1173;11;POPLATEK MESICNE;1996-09-22;Salary account
1174;70;POPLATEK MESICNE;1995-03-21;NRI account
1176;19;POPLATEK MESICNE;1996-10-24;NRI account
1177;27;POPLATEK MESICNE;1997-12-20;Salary account
1178;41;POPLATEK MESICNE;1997-05-04;Salary account
1179;74;POPLATEK MESICNE;1993-01-23;NRI account
1180;20;POPLATEK MESICNE;1993-05-19;NRI account
1181;69;POPLATEK MESICNE;1997-08-20;NRI account
1182;8;POPLATEK MESICNE;1997-02-11;Savings account
1183;12;POPLATEK MESICNE;1995-05-08;Savings account
1184;14;POPLATEK MESICNE;1994-05-06;Salary account
1185;12;POPLATEK MESICNE;1997-06-07;Salary account
1186;64;POPLATEK MESICNE;1997-12-17;NRI account
1187;55;POPLATEK MESICNE;1996-07-28;Savings account
1188;16;POPLATEK MESICNE;1996-07-22;NRI account
1189;59;POPLATEK MESICNE;1993-03-19;Savings account
1190;52;POPLATEK MESICNE;1996-09-09;NRI account
1192;29;POPLATEK MESICNE;1996-05-02;NRI account
1193;29;POPLATEK MESICNE;1994-01-05;NRI account
1194;1;POPLATEK MESICNE;1994-04-15;Savings account
1195;42;POPLATEK MESICNE;1996-12-27;NRI account
1196;29;POPLATEK MESICNE;1996-01-16;NRI account
1197;68;POPLATEK MESICNE;1993-09-07;Salary account
1198;70;POPLATEK MESICNE;1997-04-20;Savings account
1199;50;POPLATEK MESICNE;1997-03-18;NRI account
1200;33;POPLATEK MESICNE;1993-05-07;Salary account
1201;61;POPLATEK MESICNE;1993-07-23;Savings account
1203;72;POPLATEK MESICNE;1995-08-09;Salary account
1204;29;POPLATEK MESICNE;1993-12-03;Savings account
1205;73;POPLATEK MESICNE;1994-10-08;Savings account
1206;70;POPLATEK MESICNE;1995-10-21;Savings account
1207;67;POPLATEK MESICNE;1993-06-08;Savings account
1208;4;POPLATEK MESICNE;1997-11-09;Savings account
1209;23;POPLATEK MESICNE;1997-10-23;NRI account
1210;28;POPLATEK MESICNE;1996-05-21;NRI account
1211;49;POPLATEK MESICNE;1996-08-09;Salary account
1212;70;POPLATEK MESICNE;1995-12-18;NRI account
1213;36;POPLATEK MESICNE;1996-05-08;Savings account
1214;39;POPLATEK MESICNE;1997-01-19;Savings account
1215;65;POPLATEK MESICNE;1997-03-04;Salary account
1216;77;POPLATEK MESICNE;1996-03-01;Salary account
1217;69;POPLATEK MESICNE;1993-10-25;Salary account
1218;1;POPLATEK MESICNE;1996-12-12;Salary account
1219;1;POPLATEK MESICNE;1996-06-08;NRI account
1220;1;POPLATEK MESICNE;1995-07-15;Savings account
1221;45;POPLATEK MESICNE;1997-01-02;NRI account
1222;66;POPLATEK MESICNE;1993-01-20;Savings account
1223;70;POPLATEK MESICNE;1996-08-10;NRI account
1225;4;POPLATEK MESICNE;1993-12-14;Savings account
1226;1;POPLATEK MESICNE;1996-10-23;Salary account
1227;69;POPLATEK MESICNE;1996-01-13;NRI account
1228;62;POPLATEK MESICNE;1995-04-09;Salary account
1229;46;POPLATEK MESICNE;1997-12-10;Salary account
1230;1;POPLATEK MESICNE;1997-05-03;Savings account
1231;7;POPLATEK MESICNE;1994-01-18;Savings account
1232;48;POPLATEK MESICNE;1996-07-06;Salary account
1233;31;POPLATEK MESICNE;1996-02-08;Savings account
1234;6;POPLATEK MESICNE;1993-09-13;Salary account
1235;76;POPLATEK MESICNE;1993-11-23;Salary account
1236;19;POPLATEK MESICNE;1993-05-05;Savings account
1237;9;POPLATEK MESICNE;1994-03-13;NRI account
1238;1;POPLATEK MESICNE;1995-10-29;Salary account
1239;1;POPLATEK MESICNE;1993-04-10;NRI account
1240;1;POPLATEK MESICNE;1997-09-11;NRI account
1241;53;POPLATEK MESICNE;1996-07-02;Savings account
1242;74;POPLATEK PO OBRATU;1996-11-24;Salary account
1243;1;POPLATEK MESICNE;1996-01-07;Savings account
1244;68;POPLATEK MESICNE;1996-05-08;Savings account
1245;68;POPLATEK MESICNE;1997-11-12;NRI account
1246;58;POPLATEK MESICNE;1994-08-18;Savings account
1247;25;POPLATEK MESICNE;1993-06-08;NRI account
1248;22;POPLATEK MESICNE;1995-04-29;Salary account
1249;67;POPLATEK MESICNE;1995-03-30;Savings account
1250;62;POPLATEK MESICNE;1996-03-28;Savings account
1251;34;POPLATEK TYDNE;1995-07-18;NRI account
1252;13;POPLATEK TYDNE;1995-07-26;NRI account
1253;5;POPLATEK MESICNE;1997-04-13;NRI account
1254;74;POPLATEK MESICNE;1995-03-28;NRI account
1255;68;POPLATEK MESICNE;1997-07-02;Salary account
1256;38;POPLATEK MESICNE;1994-04-21;Savings account
1257;66;POPLATEK MESICNE;1995-10-11;NRI account
1258;3;POPLATEK MESICNE;1996-09-01;Savings account
1259;72;POPLATEK MESICNE;1997-04-12;NRI account
1260;5;POPLATEK MESICNE;1996-11-17;Savings account
1261;52;POPLATEK MESICNE;1995-03-18;NRI account
1262;29;POPLATEK MESICNE;1997-01-19;Salary account
1263;30;POPLATEK TYDNE;1996-01-09;Savings account
1264;1;POPLATEK MESICNE;1997-02-16;NRI account
1265;49;POPLATEK MESICNE;1996-02-25;Salary account
1266;57;POPLATEK MESICNE;1996-07-01;NRI account
1267;43;POPLATEK MESICNE;1996-08-05;Salary account
1268;74;POPLATEK MESICNE;1993-07-25;Salary account
1269;52;POPLATEK MESICNE;1994-03-28;NRI account
1270;55;POPLATEK PO OBRATU;1996-06-07;Salary account
1271;17;POPLATEK MESICNE;1996-06-18;Savings account
1272;40;POPLATEK TYDNE;1993-05-25;Salary account
1273;37;POPLATEK MESICNE;1994-03-25;NRI account
1274;54;POPLATEK TYDNE;1996-08-19;Savings account
1275;32;POPLATEK MESICNE;1996-06-26;NRI account
1276;36;POPLATEK MESICNE;1993-01-07;Salary account
1277;31;POPLATEK MESICNE;1993-06-20;Salary account
1279;28;POPLATEK MESICNE;1997-10-13;NRI account
1280;70;POPLATEK MESICNE;1995-05-03;Savings account
1281;8;POPLATEK MESICNE;1997-04-14;Savings account
1284;55;POPLATEK MESICNE;1997-07-02;NRI account
1285;65;POPLATEK MESICNE;1993-06-04;NRI account
1286;66;POPLATEK PO OBRATU;1993-11-23;Savings account
1287;35;POPLATEK MESICNE;1995-03-04;NRI account
1288;11;POPLATEK MESICNE;1993-11-27;Savings account
1289;72;POPLATEK MESICNE;1996-07-07;NRI account
1291;1;POPLATEK MESICNE;1994-07-04;NRI account
1292;3;POPLATEK MESICNE;1994-09-03;NRI account
1293;40;POPLATEK MESICNE;1996-09-03;Salary account
1294;71;POPLATEK MESICNE;1994-11-27;Salary account
1295;15;POPLATEK MESICNE;1994-10-28;Salary account
1296;50;POPLATEK MESICNE;1996-12-02;Savings account
1297;70;POPLATEK MESICNE;1993-07-27;Salary account
1298;7;POPLATEK MESICNE;1996-01-20;Salary account
1299;1;POPLATEK MESICNE;1993-06-21;Salary account
1301;18;POPLATEK MESICNE;1994-09-15;NRI account
1302;55;POPLATEK MESICNE;1993-11-21;Salary account
1303;23;POPLATEK MESICNE;1997-09-08;Salary account
1304;40;POPLATEK MESICNE;1996-04-27;Savings account
1305;57;POPLATEK MESICNE;1993-08-25;Savings account
1306;1;POPLATEK MESICNE;1995-03-22;Savings account
1307;56;POPLATEK MESICNE;1994-12-05;NRI account
1308;54;POPLATEK MESICNE;1996-09-25;Savings account
1309;1;POPLATEK MESICNE;1995-04-15;Savings account
1310;1;POPLATEK MESICNE;1996-02-22;Salary account
1311;60;POPLATEK MESICNE;1996-01-03;NRI account
1312;23;POPLATEK MESICNE;1994-10-15;Savings account
1313;45;POPLATEK MESICNE;1997-10-01;NRI account
1314;48;POPLATEK MESICNE;1993-12-03;NRI account
1315;13;POPLATEK MESICNE;1995-04-17;Salary account
1316;42;POPLATEK MESICNE;1996-12-13;Salary account
1317;56;POPLATEK MESICNE;1994-02-18;Salary account
1318;56;POPLATEK MESICNE;1997-12-22;Salary account
1319;56;POPLATEK PO OBRATU;1997-08-08;Salary account
1320;58;POPLATEK MESICNE;1996-11-18;Savings account
1321;60;POPLATEK MESICNE;1997-03-27;NRI account
1322;17;POPLATEK MESICNE;1993-07-05;Salary account
1323;43;POPLATEK MESICNE;1996-05-20;NRI account
1324;42;POPLATEK MESICNE;1996-11-05;Savings account
1325;26;POPLATEK MESICNE;1996-08-08;Savings account
1326;52;POPLATEK MESICNE;1996-11-11;NRI account
1327;65;POPLATEK MESICNE;1994-08-24;Savings account
1328;8;POPLATEK MESICNE;1996-05-04;Savings account
1329;53;POPLATEK MESICNE;1996-09-16;Savings account
1330;68;POPLATEK MESICNE;1996-10-22;NRI account
1331;59;POPLATEK MESICNE;1995-01-03;NRI account
1332;59;POPLATEK MESICNE;1993-03-25;NRI account
1333;21;POPLATEK MESICNE;1994-09-29;Savings account
1334;74;POPLATEK MESICNE;1993-05-14;Savings account
1335;54;POPLATEK MESICNE;1995-09-21;Savings account
1336;5;POPLATEK MESICNE;1997-02-26;Savings account
1337;23;POPLATEK MESICNE;1993-09-01;NRI account
1338;74;POPLATEK MESICNE;1993-01-11;Salary account
1339;76;POPLATEK MESICNE;1997-07-06;Salary account
1340;52;POPLATEK MESICNE;1997-10-28;NRI account
1341;36;POPLATEK MESICNE;1995-11-21;NRI account
1342;9;POPLATEK MESICNE;1997-10-09;Savings account
1344;12;POPLATEK PO OBRATU;1995-07-16;Savings account
1345;28;POPLATEK MESICNE;1993-10-19;NRI account
1346;74;POPLATEK MESICNE;1997-07-01;Salary account
1347;8;POPLATEK MESICNE;1996-11-24;Salary account
1348;55;POPLATEK MESICNE;1997-11-12;Savings account
1349;75;POPLATEK MESICNE;1996-03-05;NRI account
1350;21;POPLATEK TYDNE;1996-08-25;NRI account
1351;40;POPLATEK MESICNE;1996-03-29;Savings account
1352;1;POPLATEK MESICNE;1994-09-23;Savings account
1353;51;POPLATEK MESICNE;1994-04-21;NRI account
1354;31;POPLATEK MESICNE;1997-06-21;NRI account
1355;1;POPLATEK MESICNE;1997-08-16;Savings account
1356;39;POPLATEK MESICNE;1997-02-01;Savings account
1357;56;POPLATEK MESICNE;1995-11-20;NRI account
1358;39;POPLATEK MESICNE;1996-04-21;NRI account
1359;8;POPLATEK MESICNE;1993-12-02;NRI account
1360;71;POPLATEK MESICNE;1994-08-14;Savings account
1361;46;POPLATEK MESICNE;1996-12-09;Salary account
1362;1;POPLATEK MESICNE;1996-12-19;NRI account
1363;11;POPLATEK MESICNE;1997-03-23;Savings account
1365;42;POPLATEK MESICNE;1996-03-15;Salary account
1366;60;POPLATEK MESICNE;1993-02-24;Savings account
1367;74;POPLATEK MESICNE;1996-08-20;Savings account
1368;22;POPLATEK MESICNE;1996-12-12;Salary account
1369;32;POPLATEK MESICNE;1996-03-23;NRI account
1370;52;POPLATEK MESICNE;1996-09-25;NRI account
1371;1;POPLATEK MESICNE;1994-04-27;Savings account
1372;1;POPLATEK MESICNE;1993-03-16;NRI account
1373;47;POPLATEK MESICNE;1993-06-12;Salary account
1374;53;POPLATEK MESICNE;1996-09-26;Salary account
1375;19;POPLATEK MESICNE;1994-04-27;NRI account
1376;64;POPLATEK MESICNE;1995-09-20;Savings account
1377;1;POPLATEK MESICNE;1996-09-25;Salary account
1378;59;POPLATEK MESICNE;1993-03-04;NRI account
1379;47;POPLATEK MESICNE;1997-10-01;NRI account
1380;53;POPLATEK MESICNE;1996-02-19;Salary account
1381;57;POPLATEK MESICNE;1993-11-01;NRI account
1382;48;POPLATEK MESICNE;1993-08-03;Savings account
1383;11;POPLATEK MESICNE;1996-04-15;Savings account
1384;74;POPLATEK TYDNE;1996-03-28;Salary account
1385;53;POPLATEK MESICNE;1997-05-08;Salary account
1387;67;POPLATEK MESICNE;1997-01-01;NRI account
1388;29;POPLATEK MESICNE;1994-05-02;Salary account
1389;34;POPLATEK MESICNE;1997-08-05;Salary account
1390;69;POPLATEK MESICNE;1996-12-30;Salary account
1391;15;POPLATEK MESICNE;1996-12-21;Salary account
1392;60;POPLATEK MESICNE;1993-04-28;Savings account
1393;1;POPLATEK MESICNE;1996-11-24;Savings account
1394;32;POPLATEK MESICNE;1994-12-27;Salary account
1395;1;POPLATEK MESICNE;1995-11-21;Savings account
1396;46;POPLATEK MESICNE;1996-06-26;Savings account
1397;17;POPLATEK MESICNE;1993-03-22;Savings account
1398;62;POPLATEK MESICNE;1994-08-18;Savings account
1399;45;POPLATEK MESICNE;1996-05-20;Savings account
1401;1;POPLATEK MESICNE;1993-08-12;Salary account
1402;74;POPLATEK MESICNE;1993-03-26;NRI account
1403;17;POPLATEK MESICNE;1995-11-02;Savings account
1404;7;POPLATEK TYDNE;1993-09-22;Salary account
1405;53;POPLATEK MESICNE;1996-06-04;Salary account
1406;50;POPLATEK MESICNE;1994-03-04;Salary account
1407;19;POPLATEK PO OBRATU;1997-04-11;Salary account
1408;10;POPLATEK MESICNE;1996-09-07;Savings account
1410;74;POPLATEK MESICNE;1993-09-11;Salary account
1411;54;POPLATEK MESICNE;1993-07-09;Salary account
1412;64;POPLATEK MESICNE;1993-05-18;Salary account
1413;65;POPLATEK MESICNE;1995-06-07;NRI account
1414;58;POPLATEK MESICNE;1995-01-17;Savings account
1416;66;POPLATEK TYDNE;1993-07-12;Salary account
1417;75;POPLATEK MESICNE;1994-12-20;Salary account
1418;35;POPLATEK MESICNE;1997-02-09;Savings account
1419;33;POPLATEK MESICNE;1993-12-22;Savings account
1420;68;POPLATEK MESICNE;1995-06-08;Salary account
1421;71;POPLATEK MESICNE;1994-10-05;Savings account
1422;68;POPLATEK MESICNE;1993-04-09;Savings account
1423;76;POPLATEK MESICNE;1995-09-08;Salary account
1424;32;POPLATEK MESICNE;1997-05-20;NRI account
1425;76;POPLATEK MESICNE;1993-07-06;Savings account
1426;40;POPLATEK MESICNE;1995-10-27;Savings account
1427;17;POPLATEK MESICNE;1995-10-08;Savings account
1429;57;POPLATEK MESICNE;1993-07-30;Salary account
1430;26;POPLATEK MESICNE;1997-02-13;Salary account
1431;41;POPLATEK MESICNE;1996-06-11;NRI account
1432;27;POPLATEK MESICNE;1997-07-19;NRI account
1434;70;POPLATEK MESICNE;1997-08-08;Savings account
1435;1;POPLATEK MESICNE;1996-12-01;Salary account
1436;3;POPLATEK MESICNE;1994-12-07;Salary account
1437;50;POPLATEK MESICNE;1995-01-13;Salary account
1438;23;POPLATEK TYDNE;1997-09-18;Salary account
1439;11;POPLATEK MESICNE;1996-01-27;NRI account
1440;55;POPLATEK MESICNE;1993-09-22;NRI account
1441;50;POPLATEK MESICNE;1994-10-25;Salary account
1442;23;POPLATEK MESICNE;1993-05-23;NRI account
1443;54;POPLATEK MESICNE;1997-09-27;NRI account
1444;70;POPLATEK MESICNE;1996-06-16;NRI account
1445;60;POPLATEK MESICNE;1996-03-16;Salary account
1446;57;POPLATEK MESICNE;1995-01-18;Salary account
1447;65;POPLATEK MESICNE;1997-02-20;Savings account
1448;1;POPLATEK MESICNE;1995-10-07;NRI account
1449;35;POPLATEK MESICNE;1993-08-26;Salary account
1450;63;POPLATEK MESICNE;1996-04-07;Savings account
1451;64;POPLATEK MESICNE;1993-06-24;Savings account
1452;45;POPLATEK MESICNE;1995-09-16;Savings account
1453;61;POPLATEK TYDNE;1993-09-25;Savings account
1454;46;POPLATEK MESICNE;1997-07-25;NRI account
1455;66;POPLATEK MESICNE;1996-01-03;Salary account
1456;9;POPLATEK MESICNE;1996-04-12;Salary account
1458;29;POPLATEK MESICNE;1994-01-03;Salary account
1459;12;POPLATEK MESICNE;1997-03-26;NRI account
1460;54;POPLATEK MESICNE;1996-11-29;NRI account
1461;73;POPLATEK MESICNE;1996-04-07;Savings account
1463;32;POPLATEK MESICNE;1996-09-25;NRI account
1464;73;POPLATEK MESICNE;1996-10-21;NRI account
1465;30;POPLATEK MESICNE;1995-06-08;NRI account
1466;69;POPLATEK TYDNE;1997-03-26;Salary account
1467;37;POPLATEK MESICNE;1994-04-27;NRI account
1468;54;POPLATEK MESICNE;1993-10-11;NRI account
1469;67;POPLATEK MESICNE;1995-12-15;NRI account
1470;19;POPLATEK MESICNE;1994-02-10;Salary account
1471;1;POPLATEK MESICNE;1996-07-21;Salary account
1472;2;POPLATEK MESICNE;1995-07-20;Salary account
1473;39;POPLATEK MESICNE;1996-04-16;Savings account
1474;63;POPLATEK MESICNE;1996-09-14;NRI account
1475;1;POPLATEK TYDNE;1993-06-14;NRI account
1476;61;POPLATEK MESICNE;1993-04-26;Savings account
1477;1;POPLATEK MESICNE;1993-02-08;Salary account
1478;5;POPLATEK MESICNE;1996-10-30;Salary account
1479;54;POPLATEK MESICNE;1995-04-04;Savings account
1480;41;POPLATEK TYDNE;1996-07-03;Savings account
1481;15;POPLATEK MESICNE;1993-01-17;NRI account
1482;38;POPLATEK MESICNE;1996-12-08;Savings account
1483;10;POPLATEK MESICNE;1996-01-09;Salary account
1484;70;POPLATEK MESICNE;1996-09-23;Salary account
1485;36;POPLATEK MESICNE;1993-10-03;NRI account
1486;63;POPLATEK MESICNE;1996-01-15;NRI account
1487;66;POPLATEK MESICNE;1993-09-10;Savings account
1488;25;POPLATEK MESICNE;1997-04-29;Salary account
1490;5;POPLATEK MESICNE;1996-07-25;NRI account
1491;47;POPLATEK MESICNE;1997-06-11;NRI account
1492;24;POPLATEK MESICNE;1996-10-17;Salary account
1493;41;POPLATEK MESICNE;1993-01-09;NRI account
1494;1;POPLATEK MESICNE;1997-10-08;NRI account
1495;36;POPLATEK MESICNE;1993-11-01;NRI account
1496;57;POPLATEK MESICNE;1995-02-05;Savings account
1497;1;POPLATEK MESICNE;1993-07-16;NRI account
1498;62;POPLATEK TYDNE;1997-02-07;NRI account
1499;47;POPLATEK MESICNE;1993-11-28;NRI account
1500;43;POPLATEK MESICNE;1996-10-01;Savings account
1501;50;POPLATEK MESICNE;1996-08-11;NRI account
1502;1;POPLATEK MESICNE;1996-10-02;NRI account
1503;71;POPLATEK MESICNE;1996-04-10;Savings account
1504;1;POPLATEK MESICNE;1996-08-26;NRI account
1505;69;POPLATEK MESICNE;1993-04-23;Savings account
1506;51;POPLATEK MESICNE;1997-10-13;Savings account
1507;35;POPLATEK MESICNE;1993-08-03;NRI account
1508;69;POPLATEK MESICNE;1996-01-22;Savings account
1509;51;POPLATEK MESICNE;1994-05-19;NRI account
1510;33;POPLATEK MESICNE;1996-03-11;Salary account
1511;51;POPLATEK PO OBRATU;1994-03-13;NRI account
1512;1;POPLATEK MESICNE;1994-01-08;NRI account
1513;30;POPLATEK MESICNE;1993-08-23;Salary account
1514;7;POPLATEK MESICNE;1997-07-01;Salary account
1515;11;POPLATEK MESICNE;1993-06-11;Savings account
1516;67;POPLATEK MESICNE;1993-10-08;Savings account
1517;5;POPLATEK MESICNE;1996-08-24;NRI account
1518;67;POPLATEK MESICNE;1993-04-21;NRI account
1519;9;POPLATEK MESICNE;1995-06-14;Savings account
1520;48;POPLATEK MESICNE;1995-08-08;Savings account
1521;74;POPLATEK MESICNE;1996-04-04;Savings account
1522;48;POPLATEK MESICNE;1997-08-02;Salary account
1523;52;POPLATEK PO OBRATU;1997-11-24;NRI account
1524;6;POPLATEK MESICNE;1997-02-20;NRI account
1525;57;POPLATEK MESICNE;1996-09-05;NRI account
1526;52;POPLATEK MESICNE;1995-01-22;Salary account
1527;31;POPLATEK PO OBRATU;1993-11-17;Savings account
1528;50;POPLATEK MESICNE;1996-06-08;Savings account
1529;1;POPLATEK MESICNE;1996-04-28;Salary account
1530;70;POPLATEK MESICNE;1995-05-27;NRI account
1532;54;POPLATEK MESICNE;1996-09-19;Savings account
1534;1;POPLATEK MESICNE;1993-05-24;Savings account
1535;46;POPLATEK MESICNE;1993-03-20;Savings account
1536;41;POPLATEK TYDNE;1993-01-22;Savings account
1537;54;POPLATEK MESICNE;1997-06-06;NRI account
1538;22;POPLATEK MESICNE;1996-09-20;NRI account
1539;1;POPLATEK PO OBRATU;1993-01-03;Savings account
1540;1;POPLATEK MESICNE;1995-03-29;Salary account
1541;60;POPLATEK MESICNE;1996-10-18;NRI account
1542;1;POPLATEK MESICNE;1996-04-25;Salary account
1543;1;POPLATEK MESICNE;1996-04-14;Savings account
1544;69;POPLATEK MESICNE;1993-07-14;NRI account
1545;1;POPLATEK MESICNE;1993-03-08;Salary account
1546;15;POPLATEK MESICNE;1996-11-20;Salary account
1547;72;POPLATEK MESICNE;1993-09-14;NRI account
1548;47;POPLATEK MESICNE;1995-01-27;Savings account
1549;21;POPLATEK MESICNE;1996-11-21;Savings account
1550;1;POPLATEK MESICNE;1996-04-15;Salary account
1551;72;POPLATEK MESICNE;1997-06-18;Savings account
1552;18;POPLATEK MESICNE;1994-01-02;Savings account
1553;59;POPLATEK MESICNE;1996-12-21;NRI account
1554;47;POPLATEK MESICNE;1994-11-15;NRI account
1555;34;POPLATEK MESICNE;1996-11-10;Savings account
1556;54;POPLATEK MESICNE;1996-09-15;Savings account
1557;66;POPLATEK MESICNE;1996-12-13;Savings account
1558;32;POPLATEK MESICNE;1996-10-06;NRI account
1559;14;POPLATEK MESICNE;1994-10-08;Salary account
1560;62;POPLATEK MESICNE;1997-04-14;Savings account
1561;66;POPLATEK MESICNE;1995-04-01;NRI account
1562;1;POPLATEK MESICNE;1995-08-30;Savings account
1563;47;POPLATEK MESICNE;1996-08-14;Salary account
1564;48;POPLATEK MESICNE;1996-03-05;Savings account
1565;36;POPLATEK MESICNE;1993-10-20;NRI account
1566;73;POPLATEK MESICNE;1993-07-07;Savings account
1567;10;POPLATEK MESICNE;1997-08-19;NRI account
1568;23;POPLATEK MESICNE;1995-07-15;Savings account
1570;1;POPLATEK MESICNE;1994-03-12;Salary account
1571;66;POPLATEK MESICNE;1996-07-29;Salary account
1572;72;POPLATEK MESICNE;1997-10-21;NRI account
1573;63;POPLATEK MESICNE;1997-12-29;Savings account
1574;75;POPLATEK MESICNE;1997-05-28;NRI account
1575;1;POPLATEK MESICNE;1993-02-27;Savings account
1576;35;POPLATEK TYDNE;1996-08-06;Salary account
1577;67;POPLATEK MESICNE;1996-10-16;NRI account
1578;48;POPLATEK MESICNE;1994-12-01;Savings account
1579;57;POPLATEK MESICNE;1994-08-09;Salary account
1580;69;POPLATEK MESICNE;1996-01-08;Salary account
1581;39;POPLATEK MESICNE;1995-10-12;Savings account
1582;28;POPLATEK MESICNE;1996-05-01;Savings account
1583;69;POPLATEK PO OBRATU;1994-11-17;NRI account
1584;30;POPLATEK MESICNE;1993-05-27;Savings account
1585;42;POPLATEK MESICNE;1996-02-23;NRI account
1586;1;POPLATEK MESICNE;1996-10-03;Salary account
1587;1;POPLATEK MESICNE;1996-12-11;NRI account
1588;67;POPLATEK MESICNE;1993-12-11;Savings account
1589;37;POPLATEK MESICNE;1993-08-07;NRI account
1590;77;POPLATEK MESICNE;1995-04-07;NRI account
1591;65;POPLATEK MESICNE;1996-01-10;Salary account
1592;38;POPLATEK MESICNE;1994-08-18;Salary account
